"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20204","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20203","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20202","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20201","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20194","A","골목상권","3110905","방배노인종합복지관(이수중학교)","108","434","288","68","23","","6","111","181","209","139","141","26","60","348595210"
"20224","A","골목상권","3110906","서문여고","20","147","13","10","","1","","16","52","49","37","4","13","51","354392193"
"20223","A","골목상권","3110906","서문여고","20","147","13","10","","1","","16","52","49","37","4","13","51","354392193"
"20222","A","골목상권","3110906","서문여고","20","147","13","10","","1","","16","52","49","37","4","13","51","354392193"
"20221","A","골목상권","3110906","서문여고","20","147","13","10","","1","","16","52","49","37","4","13","51","354392193"
"20214","A","골목상권","3110906","서문여고","20","147","13","10","","1","","16","52","49","37","4","13","51","354392193"
"20213","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20212","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20211","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20204","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20203","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20202","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20201","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20194","A","골목상권","3110906","서문여고","20","149","16","12","","1","","26","72","53","13","13","1","51","301639534"
"20224","A","골목상권","3110907","방배초등학교","89","440","193","16","1","1","","88","185","203","113","41","21","57","335444948"
"20223","A","골목상권","3110907","방배초등학교","91","446","197","17","1","1","","91","188","203","118","41","21","57","336037530"
"20222","A","골목상권","3110907","방배초등학교","91","446","197","17","1","1","","91","188","203","118","41","21","57","336037530"
"20221","A","골목상권","3110907","방배초등학교","91","446","197","17","1","1","","91","188","203","118","41","21","57","336037530"
"20214","A","골목상권","3110907","방배초등학교","91","446","197","17","1","1","","91","188","203","118","41","21","57","336037530"
"20213","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20212","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20211","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20204","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20203","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20202","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20201","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20194","A","골목상권","3110907","방배초등학교","94","477","195","17","1","1","1","155","248","199","65","12","11","57","291947811"
"20224","A","골목상권","3110908","구반포역","2","","7","23","6","","","","","","","","36","119","1618833333"
"20223","A","골목상권","3110908","구반포역","2","","7","23","6","","","","","","","","36","119","1618833333"
"20222","A","골목상권","3110908","구반포역","2","","7","23","6","","","","","","","","36","119","1618833333"
"20221","A","골목상권","3110908","구반포역","2","","7","23","6","","","","","","","","36","119","1618833333"
"20214","A","골목상권","3110908","구반포역","2","","7","23","6","","","","","","","","36","119","1618833333"
"20213","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20212","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20211","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20204","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20203","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20202","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20201","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20194","A","골목상권","3110908","구반포역","2","","13","39","8","","","","","","","","60","119","1288688889"
"20224","A","골목상권","3111033","문정동성당","17","127","21","","","","7","75","43","23","","","","45","198555996"
"20223","A","골목상권","3111033","문정동성당","26","160","33","9","","","9","82","52","37","1","3","18","47","260872083"
"20222","A","골목상권","3111033","문정동성당","26","160","33","9","","","9","82","52","37","1","3","18","47","260872083"
"20221","A","골목상권","3111033","문정동성당","26","160","33","9","","","9","82","52","37","1","3","18","47","260872083"
"20214","A","골목상권","3111033","문정동성당","26","160","33","9","","","9","82","52","37","1","3","18","47","260872083"
"20213","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20212","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20211","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20204","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20203","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20202","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20201","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20194","A","골목상권","3111033","문정동성당","26","172","34","9","","","15","95","68","23","8","6","","48","217673878"
"20224","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","99","745","213","4","1","","25","380","412","94","18","1","33","53","231298722"
"20223","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","95","745","213","4","1","","25","380","412","94","18","1","33","53","231298722"
"20222","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","95","745","213","4","1","","25","380","412","94","18","1","33","53","231298722"
"20221","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","95","745","213","4","1","","25","380","412","94","18","1","33","53","231298722"
"20214","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","95","745","213","4","1","","25","380","412","94","18","1","33","53","231298722"
"20213","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20212","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20211","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20204","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20203","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20202","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20201","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20194","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","101","1183","350","4","2","1","36","458","505","294","64","183","","54","206238619"
"20224","A","골목상권","3110864","신림우방아파트","36","255","81","1","","","8","207","121","1","","","","55","184321310"
"20223","A","골목상권","3110864","신림우방아파트","36","255","81","1","","","8","207","121","1","","","","55","184321310"
"20222","A","골목상권","3110864","신림우방아파트","36","255","81","1","","","8","207","121","1","","","","55","184321310"
"20221","A","골목상권","3110864","신림우방아파트","36","255","81","1","","","8","207","121","1","","","","55","184321310"
"20214","A","골목상권","3110864","신림우방아파트","36","255","81","1","","","8","207","121","1","","","","55","184321310"
"20213","A","골목상권","3110864","신림우방아파트","40","326","89","1","1","","26","321","69","","1","","","53","165586120"
